NumID	Toad.ID	location.num	freq	date	release.NS	release.EW	NS.UTM	EW.UTM	NA	dist	displ	dur	bearing	day	month	year	month.num
3	13	4	150.75	36935	8603642	750021	8603828	749816	l	166.964068	276.8049855	1	309.410131	14	2	2005	1
3	13	5	150.75	36936	8603642	750021	8603961	749335	l	499.0490958	756.5427946	1	285.456509	15	2	2005	1
3	13	6	150.75	36937	8603642	750021	8604140	749242	l	201.7176244	924.5782822	1	332.5457287	16	2	2005	1
3	13	7	150.75	36938	8603642	750021	8604177	749149	l	100.0899595	1023.0391	1	291.6951095	17	2	2005	1
3	13	8	150.75	36939	8603642	750021	8604141	749242	l	99.72462083	925.1172899	1	111.1612598	18	2	2005	1
3	13	9	150.75	36940	8603642	750021	8604138	749255	l	13.34166406	912.5634225	1	102.9946168	19	2	2005	1
3	13	10	150.75	36941	8603642	750021	8604070	749043	l	222.6387208	1067.552341	1	252.2161116	20	2	2005	1
3	13	11	150.75	36942	8603642	750021	8603986	749038	l	84.14867795	1041.453311	1	183.4064438	21	2	2005	1
3	13	12	150.75	36943	8603642	750021	8604013	749039	l	27.01851217	1049.745207	1	2.121096397	22	2	2005	1
3	13	13	150.75	36944	8603642	750021	8604013	749039	l	0	1049.745207	1	NA	23	2	2005	1
3	13	14	150.75	36945	8603642	750021	8603986	749038	l	27.01851217	1041.453311	1	182.1210964	24	2	2005	1
3	13	15	150.75	36946	8603642	750021	8603986	749038	l	0	1041.453311	1	NA	25	2	2005	1
3	13	16	150.75	36947	8603642	750021	8604040	749065	l	60.37383539	1035.538507	1	26.56505118	26	2	2005	1
3	13	17	150.75	36948	8603642	750021	8604470	747872	c	1268.128148	2302.994789	1	289.8209819	27	2	2005	1
4	14	1	150.79	36941	8601308	751938	8600625	751899	l	NA	NA	NA	NA	20	2	2005	1
4	14	2	150.79	36942	8601308	751938	8600625	751899	l	0	684.1125638	1	NA	21	2	2005	1
4	14	3	150.79	36943	8601308	751938	8600625	751899	l	0	684.1125638	1	NA	22	2	2005	1
4	14	4	150.79	36944	8601308	751938	8600625	751899	l	0	684.1125638	1	NA	23	2	2005	1
4	14	5	150.79	36945	8601308	751938	8600566	752053	l	164.9151297	750.8588416	1	110.9626798	24	2	2005	1
4	14	6	150.79	36946	8601308	751938	8600551	752056	l	15.29705854	766.1416318	1	168.6900675	25	2	2005	1
4	14	7	150.79	36947	8601308	751938	8600582	752052	l	31.25699922	734.895911	1	352.6476206	26	2	2005	1
4	14	8	150.79	36948	8601308	751938	8600575	751714	l	338.0724774	766.462654	1	268.8135706	27	2	2005	1
4	14	9	150.79	36949	8601308	751938	8600575	751714	l	0	766.462654	1	NA	28	2	2005	1
4	14	10	150.79	36950	8601308	751938	8600576	751732	l	18.02775638	760.4340866	1	86.82016988	1	3	2005	2
4	14	11	150.79	36951	8601308	751938	8600452	751676	l	136.0588108	895.1983021	1	204.3045493	2	3	2005	2
4	14	12	150.79	36952	8601308	751938	8600260	751531	l	240.60133	1124.256643	1	217.0604066	3	3	2005	2
4	14	13	150.79	36953	8601308	751938	8600571	751711	l	359.3341064	771.1666487	1	30.06132008	4	3	2005	2
4	14	14	150.79	36954	8601308	751938	8600604	751905	l	196.7866865	704.7730131	1	80.34621391	5	3	2005	2
4	14	15	150.79	36955	8601308	751938	8600573	751708	l	199.4241711	770.14609	1	261.0572461	6	3	2005	2
4	14	16	150.79	36956	8601308	751938	8600577	751734	l	26.30589288	758.9314857	1	81.25383774	7	3	2005	2
4	14	17	150.79	36957	8601308	751938	8600576	751734	l	1	759.8947296	1	180	8	3	2005	2
4	14	18	150.79	36958	8601308	751938	8600509	751725	l	67.60177512	826.9038638	1	187.650651	9	3	2005	2
4	14	19	150.79	36959	8601308	751938	8600510	751726	l	1.414213562	825.6803255	1	45	10	3	2005	2
4	14	20	150.79	36960	8601308	751938	8600600	751909	l	203.9338128	708.5936776	1	63.8118893	11	3	2005	2
4	14	21	150.79	36961	8601308	751938	8600511	751725	l	204.3942269	824.9715147	1	244.1871478	12	3	2005	2
4	14	22	150.79	36962	8601308	751938	8600511	751725	l	0	824.9715147	1	NA	13	3	2005	2
4	14	23	150.79	36963	8601308	751938	8600511	751725	l	0	824.9715147	1	NA	14	3	2005	2
4	14	24	150.79	36964	8601308	751938	8600575	751735	l	64.77653896	760.59056	1	8.880659151	15	3	2005	2
4	14	25	150.79	36965	8601308	751938	8600569	751716	l	19.92485885	771.6249089	1	252.4744316	16	3	2005	2
4	14	26	150.79	36966	8601308	751938	8600553	751657	l	61.13100686	805.5966733	1	254.8270847	17	3	2005	2
4	14	27	150.79	36967	8601308	751938	8600553	751657	l	0	805.5966733	1	NA	18	3	2005	2
4	14	28	150.79	36968	8601308	751938	8600553	751657	l	0	805.5966733	1	NA	19	3	2005	2
4	14	29	150.79	36969	8601308	751938	8600553	751657	l	0	805.5966733	1	NA	20	3	2005	2
4	14	30	150.79	36970	8601308	751938	8600553	751657	l	0	805.5966733	1	NA	21	3	2005	2
4	14	31	150.79	36972	8601308	751938	8600604	751905	l	253.1896522	704.7730131	2	78.37940407	23	3	2005	2
4	14	32	150.79	36973	8601308	751938	8600604	751905	l	0	704.7730131	1	NA	24	3	2005	2
4	14	33	150.79	36974	8601308	751938	8600558	751656	c	253.2133488	801.2640014	1	259.5332443	25	3	2005	2
5	15	1	150.811	36941	8600666	751906	8600834	752095	l	NA	NA	NA	NA	20	2	2005	1
5	15	2	150.811	36942	8600666	751906	8600838	752094	l	4.123105626	254.8097329	1	345.9637565	21	2	2005	1
5	15	3	150.811	36943	8600666	751906	8601036	752200	l	224.5885126	472.584384	1	28.16252737	22	2	2005	1
5	15	4	150.811	36944	8600666	751906	8600997	752154	l	60.30754513	413.6000484	1	229.7078522	23	2	2005	1
5	15	5	150.811	36945	8600666	751906	8601020	752180	l	34.71310992	447.6516503	1	48.50353164	24	2	2005	1
5	15	6	150.811	36946	8600666	751906	8601002	752181	l	18.02775638	434.1900506	1	176.8201699	25	2	2005	1
5	15	7	150.811	36947	8600666	751906	8601777	751472	l	1050.383739	1192.760244	1	317.546517	26	2	2005	1
5	15	8	150.811	36948	8600666	751906	8602042	751529	l	271.0608788	1426.711253	1	12.13904651	27	2	2005	1
5	15	9	150.811	36949	8600666	751906	8602114	751543	l	73.34848328	1492.807087	1	11.00354085	28	2	2005	1
5	15	10	150.811	36950	8600666	751906	8602143	751499	l	52.69724851	1532.05026	1	303.3885136	1	3	2005	2
5	15	11	150.811	36951	8600666	751906	8603103	751157	l	1019.099603	2549.503873	1	340.3915587	2	3	2005	2
5	15	12	150.811	36952	8600666	751906	8603362	750006	l	1179.780488	3298.244381	1	282.681568	3	3	2005	2
5	15	13	150.811	36953	8600666	751906	8603362	750006	l	0	3298.244381	1	NA	4	3	2005	2
5	15	14	150.811	36954	8600666	751906	8603443	750061	l	97.90812019	3334.029694	1	34.17698877	5	3	2005	2
5	15	15	150.811	36955	8600666	751906	8603451	750060	l	8.062257748	3341.248419	1	352.8749837	6	3	2005	2
5	15	16	150.811	36956	8600666	751906	8603450	750058	l	2.236067977	3341.520612	1	243.4349488	7	3	2005	2
5	15	17	150.811	36957	8600666	751906	8603453	750059	c	3.16227766	3343.46796	1	18.43494882	8	3	2005	2
6	16	1	150.581	36941	8604116	749507	8604116	749507	l	NA	NA	NA	NA	20	2	2005	1
6	16	2	150.581	36942	8604116	749507	8604297	749293	l	280.2802169	280.2802169	1	310.2243542	21	2	2005	1
6	16	3	150.581	36943	8604116	749507	8604308	749290	l	11.40175425	289.7464409	1	344.7448813	22	2	2005	1
6	16	4	150.581	36944	8604116	749507	8604165	749450	l	214.5903073	75.16648189	1	131.788752	23	2	2005	1
6	16	5	150.581	36945	8604116	749507	8604296	749294	l	203.7081245	278.8709379	1	310.0216447	24	2	2005	1
6	16	6	150.581	36946	8604116	749507	8604247	749247	l	67.89698079	291.1374246	1	223.8065106	25	2	2005	1
6	16	7	150.581	36947	8604116	749507	8604377	749207	c	136.0147051	397.6443134	1	342.897271	26	2	2005	1
7	17	1	150.541	36944	8600666	751906	8600629	751919	l	NA	NA	NA	NA	23	2	2005	1
7	17	2	150.541	36945	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	24	2	2005	1
7	17	3	150.541	36946	8600666	751906	8600588	752067	l	153.5740864	178.8994131	1	105.4841697	25	2	2005	1
7	17	4	150.541	36947	8600666	751906	8600643	752160	l	108.0462864	255.0392127	1	59.40002131	26	2	2005	1
7	17	5	150.541	36948	8600666	751906	8600643	752190	l	30	284.9298159	1	90	27	2	2005	1
7	17	6	150.541	36949	8600666	751906	8600652	752183	l	11.40175425	277.353565	1	322.1250163	28	2	2005	1
7	17	7	150.541	36950	8600666	751906	8600656	752208	l	25.3179778	302.1655176	1	80.90972308	1	3	2005	2
7	17	8	150.541	36951	8600666	751906	8600657	752206	l	2.236067977	300.1349696	1	296.5650512	2	3	2005	2
7	17	9	150.541	36952	8600666	751906	8600656	752206	l	1	300.1666204	1	180	3	3	2005	2
7	17	10	150.541	36953	8600666	751906	8600656	752206	l	0	300.1666204	1	NA	4	3	2005	2
7	17	11	150.541	36954	8600666	751906	8600667	752221	l	18.60107524	315.0015873	1	53.74616226	5	3	2005	2
7	17	12	150.541	36955	8600666	751906	8600675	752233	l	14.4222051	327.1238298	1	56.30993247	6	3	2005	2
7	17	13	150.541	36956	8600666	751906	8600668	752224	l	11.40175425	318.0062892	1	232.1250163	7	3	2005	2
7	17	14	150.541	36957	8600666	751906	8600659	752212	l	15	306.0800549	1	233.1301024	8	3	2005	2
7	17	15	150.541	36958	8600666	751906	8600666	752221	l	11.40175425	315	1	52.12501635	9	3	2005	2
7	17	16	150.541	36959	8600666	751906	8600661	752229	l	9.433981132	323.0386974	1	122.0053832	10	3	2005	2
7	17	17	150.541	36960	8600666	751906	8600670	752227	l	9.219544457	321.0249212	1	347.4711923	11	3	2005	2
7	17	18	150.541	36961	8600666	751906	8600629	751919	l	310.716913	39.2173431	1	262.417542	12	3	2005	2
7	17	19	150.541	36962	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	13	3	2005	2
7	17	20	150.541	36963	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	14	3	2005	2
7	17	21	150.541	36964	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	15	3	2005	2
7	17	22	150.541	36965	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	16	3	2005	2
7	17	23	150.541	36966	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	17	3	2005	2
7	17	24	150.541	36967	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	18	3	2005	2
7	17	25	150.541	36968	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	19	3	2005	2
7	17	26	150.541	36969	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	20	3	2005	2
7	17	27	150.541	36970	8600666	751906	8600667	752224	l	307.3580973	318.0015723	1	82.89810543	21	3	2005	2
7	17	28	150.541	36971	8600666	751906	8600629	751919	l	307.3580973	39.2173431	1	262.8981054	22	3	2005	2
7	17	29	150.541	36972	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	23	3	2005	2
7	17	30	150.541	36973	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	24	3	2005	2
7	17	31	150.541	36974	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	25	3	2005	2
7	17	32	150.541	36975	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	26	3	2005	2
7	17	33	150.541	36976	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	27	3	2005	2
7	17	34	150.541	36977	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	28	3	2005	2
7	17	35	150.541	36978	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	29	3	2005	2
7	17	36	150.541	36979	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	30	3	2005	2
7	17	37	150.541	36980	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	31	3	2005	2
7	17	38	150.541	36983	8600666	751906	8600629	751919	l	0	39.2173431	3	NA	3	4	2005	3
7	17	39	150.541	36984	8600666	751906	8600626	751902	l	17.2626765	40.19950248	1	259.9920202	4	4	2005	3
7	17	40	150.541	36985	8600666	751906	8600633	751920	l	19.31320792	35.84689666	1	68.74949449	5	4	2005	3
7	17	41	150.541	36986	8600666	751906	8600633	751920	l	0	35.84689666	1	NA	6	4	2005	3
7	17	42	150.541	36987	8600666	751906	8600633	751920	l	0	35.84689666	1	NA	7	4	2005	3
7	17	43	150.541	36988	8600666	751906	8600633	751920	l	0	35.84689666	1	NA	8	4	2005	3
7	17	44	150.541	36989	8600666	751906	8600633	751920	l	0	35.84689666	1	NA	9	4	2005	3
7	17	45	150.541	36990	8600666	751906	8600612	751995	l	77.88452991	104.1009126	1	105.6422465	10	4	2005	3
7	17	46	150.541	36991	8600666	751906	8600579	752034	l	51.0881591	154.7675677	1	130.2363583	11	4	2005	3
7	17	47	150.541	36992	8600666	751906	8600629	751919	l	125.399362	39.2173431	1	293.4985657	12	4	2005	3
7	17	48	150.541	36993	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	13	4	2005	3
7	17	49	150.541	36994	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	14	4	2005	3
7	17	50	150.541	36995	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	15	4	2005	3
7	17	51	150.541	36996	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	16	4	2005	3
7	17	52	150.541	36997	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	17	4	2005	3
7	17	53	150.541	36998	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	18	4	2005	3
7	17	54	150.541	36999	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	19	4	2005	3
7	17	55	150.541	37000	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	20	4	2005	3
7	17	56	150.541	37001	8600666	751906	8600629	751919	l	0	39.2173431	1	NA	21	4	2005	3
7	17	57	150.541	37002	8600666	751906	8600264	751587	l	493.4055127	513.1909976	1	222.2893116	22	4	2005	3
7	17	58	150.541	37003	8600666	751906	8600124	751572	l	140.8012784	636.6474692	1	186.1155036	23	4	2005	3
7	17	59	150.541	37004	8600666	751906	8600237	751390	l	214.2265156	671.0417275	1	301.8352824	24	4	2005	3
7	17	60	150.541	37005	8600666	751906	8600102	751218	l	218.6526926	889.6291362	1	231.8722087	25	4	2005	3
7	17	61	150.541	37006	8600666	751906	8599939	750932	c	329.1883959	1215.403225	1	240.3198841	26	4	2005	3
8	18	1	151.083	36946	8602134	751544	8602096	751475	l	NA	NA	NA	NA	25	2	2005	1
8	18	2	151.083	36947	8602134	751544	8601835	751749	l	378.4137947	362.5272404	1	133.60804	26	2	2005	1
8	18	3	151.083	36948	8602134	751544	8602087	751535	l	330.6055051	47.85394446	1	319.6618731	27	2	2005	1
8	18	4	151.083	36949	8602134	751544	8602076	751534	l	11.04536102	58.85575588	1	185.1944289	28	2	2005	1
8	18	5	151.083	36950	8602134	751544	8602046	751528	l	30.59411708	89.4427191	1	191.3099325	1	3	2005	2
8	18	6	151.083	36951	8602134	751544	8602064	751537	l	20.1246118	70.34912935	1	26.56505118	2	3	2005	2
8	18	7	151.083	36952	8602134	751544	8602090	751535	l	26.07680962	44.91102315	1	355.6012946	3	3	2005	2
8	18	8	151.083	36953	8602134	751544	8602089	751536	l	1.414213562	45.70557953	1	135	4	3	2005	2
8	18	9	151.083	36954	8602134	751544	8602002	751521	l	88.28363382	133.9888055	1	189.782407	5	3	2005	2
8	18	10	151.083	36955	8602134	751544	8601988	751384	l	137.7134707	216.6010157	1	264.165211	6	3	2005	2
8	18	11	151.083	36956	8602134	751544	8602009	751499	l	116.9016681	132.8533026	1	79.65131591	7	3	2005	2
8	18	12	151.083	36957	8602134	751544	8601786	751509	l	223.2241026	349.755629	1	177.4324027	8	3	2005	2
8	18	13	151.083	36958	8602134	751544	8601786	751512	l	3	349.4681674	1	90	9	3	2005	2
8	18	14	151.083	36959	8602134	751544	8601577	751601	l	227.160736	559.9089212	1	156.933885	10	3	2005	2
8	18	15	151.083	36960	8602134	751544	8601613	751652	l	62.42595614	532.0761224	1	54.78240703	11	3	2005	2
8	18	16	151.083	36961	8602134	751544	8601613	751652	l	0	532.0761224	1	NA	12	3	2005	2
8	18	17	151.083	36962	8602134	751544	8601607	751655	l	6.708203932	538.5629025	1	153.4349488	13	3	2005	2
8	18	18	151.083	36963	8602134	751544	8601596	751680	l	27.31300057	554.9234181	1	113.7494945	14	3	2005	2
8	18	19	151.083	36964	8602134	751544	8601555	751650	l	50.80354318	588.6229693	1	216.1932073	15	3	2005	2
8	18	20	151.083	36965	8602134	751544	8601558	751664	l	14.31782106	588.3672323	1	77.90524292	16	3	2005	2
8	18	21	151.083	36966	8602134	751544	8601555	751649	l	15.29705854	588.4437101	1	258.6900675	17	3	2005	2
8	18	22	151.083	36967	8602134	751544	8601552	751663	l	14.31782106	594.0412444	1	102.0947571	18	3	2005	2
8	18	23	151.083	36968	8602134	751544	8601548	751661	l	4.472135955	597.5658959	1	206.5650512	19	3	2005	2
8	18	24	151.083	36969	8602134	751544	8601541	751667	l	9.219544457	605.6219943	1	139.3987054	20	3	2005	2
8	18	25	151.083	36970	8602134	751544	8601540	751665	l	2.236067977	606.1988123	1	243.4349488	21	3	2005	2
8	18	26	151.083	36971	8602134	751544	8601555	751660	l	15.8113883	590.5057155	1	341.5650512	22	3	2005	2
8	18	27	151.083	36972	8602134	751544	8601538	751666	l	18.02775638	608.358447	1	160.5599652	23	3	2005	2
8	18	28	151.083	36973	8602134	751544	8601562	751660	c	24.73863375	583.6437269	1	345.9637565	24	3	2005	2
8	18	29	150.827	36977	8602134	751544	8601587	751652	l	26.2488095	557.5598623	4	342.2553284	28	3	2005	2
8	18	30	150.827	36978	8602134	751544	8601545	751663	l	43.41658669	600.9009902	1	165.3236069	29	3	2005	2
8	18	31	150.827	36979	8602134	751544	8601552	751660	l	7.615773106	593.4475545	1	336.8014095	30	3	2005	2
8	18	32	150.827	36980	8602134	751544	8601537	751564	l	97.16480844	597.3349144	1	261.1193408	31	3	2005	2
8	18	33	150.827	36981	8602134	751544	8601552	751665	l	102.1077862	594.4451194	1	81.55247275	1	4	2005	3
8	18	34	150.827	36982	8602134	751544	8601547	751662	l	5.830951895	598.7428496	1	210.9637565	2	4	2005	3
8	18	35	150.827	36983	8602134	751544	8601562	751658	l	15.5241747	583.2495178	1	345.0685828	3	4	2005	3
8	18	36	150.827	36984	8602134	751544	8601563	751661	l	3.16227766	582.8636204	1	71.56505118	4	4	2005	3
8	18	37	150.827	36985	8602134	751544	8601567	751664	l	5	579.5593153	1	36.86989765	5	4	2005	3
8	18	38	150.827	36986	8602134	751544	8601562	751659	l	7.071067812	583.4457987	1	225	6	4	2005	3
8	18	39	150.827	36987	8602134	751544	8601561	751661	l	2.236067977	584.8230502	1	116.5650512	7	4	2005	3
8	18	40	150.827	36988	8602134	751544	8601559	751661	l	2	586.7827537	1	180	8	4	2005	3
8	18	41	150.827	36989	8602134	751544	8601554	751659	l	5.385164807	591.2909605	1	201.8014095	9	4	2005	3
8	18	42	150.827	36990	8602134	751544	8601549	751657	l	5.385164807	595.8137293	1	201.8014095	10	4	2005	3
8	18	43	150.827	36991	8602134	751544	8601502	751556	l	111.4001795	632.1139138	1	245.0452494	11	4	2005	3
8	18	44	150.827	36992	8602134	751544	8601537	751664	l	113.5297318	608.9408838	1	72.04383485	12	4	2005	3
8	18	45	150.827	36993	8602134	751544	8601554	751659	l	17.72004515	591.2909605	1	343.6104597	13	4	2005	3
8	18	46	150.827	36994	8602134	751544	8601563	751627	l	33.24154028	577.0008666	1	285.7086378	14	4	2005	3
8	18	47	150.827	36995	8602134	751544	8601554	751625	l	9.219544457	585.628722	1	192.5288077	15	4	2005	3
8	18	48	150.827	36996	8602134	751544	8601550	751659	l	34.23448554	595.2150872	1	96.70983681	16	4	2005	3
8	18	49	150.827	36997	8602134	751544	8601558	751630	l	30.08321791	582.3847525	1	285.4221613	17	4	2005	3
8	18	50	150.827	36998	8602134	751544	8601557	751629	l	1.414213562	583.2272284	1	225	18	4	2005	3
8	18	51	150.827	36999	8602134	751544	8601546	751653	l	26.40075756	598.0175583	1	114.6235648	19	4	2005	3
8	18	52	150.827	37000	8602134	751544	8601557	751622	l	32.89376841	582.2482289	1	289.5366549	20	4	2005	3
8	18	53	150.827	37001	8602134	751544	8601558	751629	l	7.071067812	582.2379239	1	81.86989765	21	4	2005	3
8	18	54	150.827	37002	8602134	751544	8601553	751623	l	7.810249676	586.346314	1	230.1944289	22	4	2005	3
8	18	55	150.827	37003	8602134	751544	8601554	751625	l	2.236067977	585.628722	1	63.43494882	23	4	2005	3
8	18	56	150.827	37004	8602134	751544	8601555	751676	l	51.00980298	593.8560432	1	88.87669729	24	4	2005	3
8	18	57	150.827	37005	8602134	751544	8601545	751658	l	20.59126028	599.9308293	1	240.9453959	25	4	2005	3
8	18	58	150.827	37006	8602134	751544	8601565	751502	l	157.276826	570.5479822	1	277.3057595	26	4	2005	3
8	18	59	150.827	37007	8602134	751544	8601550	751499	l	15.29705854	585.731167	1	191.3099325	27	4	2005	3
8	18	60	150.827	37008	8602134	751544	8601549	751472	l	27.01851217	589.4141159	1	267.8789036	28	4	2005	3
8	18	61	150.827	37009	8602134	751544	8601559	751500	l	29.73213749	576.681021	1	70.34617594	29	4	2005	3
8	18	62	150.827	37010	8602134	751544	8601546	751674	l	174.4849564	602.1993026	1	94.27278077	30	4	2005	3
8	18	63	150.827	37011	8602134	751544	8601557	751631	l	44.38468204	583.5220647	1	284.349332	1	5	2005	4
8	18	64	150.827	37012	8602134	751544	8601545	751659	l	30.46309242	600.1216543	1	113.1985905	2	5	2005	4
8	18	65	150.827	37013	8602134	751544	8601545	751686	l	27	605.8753997	1	90	3	5	2005	4
8	18	66	150.827	37014	8602134	751544	8601568	751662	l	33.24154028	578.1695253	1	313.7811248	4	5	2005	4
8	18	67	150.827	37015	8602134	751544	8601539	751682	l	35.22782991	610.7937459	1	145.4077113	5	5	2005	4
8	18	68	150.827	37016	8602134	751544	8601547	751669	l	15.26433752	600.1616449	1	301.6075022	6	5	2005	4
8	18	69	150.827	37017	8602134	751544	8601547	751669	l	0	600.1616449	1	NA	7	5	2005	4
8	18	70	150.827	37018	8602134	751544	8601547	751669	l	0	600.1616449	1	NA	8	5	2005	4
8	18	71	150.827	37019	8602134	751544	8601555	751677	l	11.3137085	594.0791193	1	45	9	5	2005	4
8	18	72	150.827	37020	8602134	751544	8601551	751677	l	4	597.9782605	1	180	10	5	2005	4
8	18	73	150.827	37021	8602134	751544	8601547	751669	l	8.94427191	600.1616449	1	243.4349488	11	5	2005	4
8	18	74	150.827	37022	8602134	751544	8601551	751677	l	8.94427191	597.9782605	1	63.43494882	12	5	2005	4
8	18	75	150.827	37023	8602134	751544	8601551	751677	l	0	597.9782605	1	NA	13	5	2005	4
8	18	76	150.827	37024	8602134	751544	8601551	751677	l	0	597.9782605	1	NA	14	5	2005	4
8	18	77	150.827	37025	8602134	751544	8601546	751675	l	5.385164807	602.4159692	1	201.8014095	15	5	2005	4
8	18	78	150.827	37026	8602134	751544	8601551	751677	l	5.385164807	597.9782605	1	21.80140949	16	5	2005	4
8	18	79	150.827	37027	8602134	751544	8601591	751701	d	46.64761516	565.2415413	1	30.96375653	17	5	2005	4
9	20	1	150.75	36951	8600372	752483	8600372	752483	l	NA	NA	NA	NA	2	3	2005	2
9	20	2	150.75	36952	8600372	752483	8600365	752283	l	200.1224625	200.1224625	1	267.995466	3	3	2005	2
9	20	3	150.75	36953	8600372	752483	8600368	752321	l	38.11823711	162.0493752	1	85.48601154	4	3	2005	2
9	20	4	150.75	36954	8600372	752483	8600367	752318	l	3.16227766	165.0757402	1	251.5650512	5	3	2005	2
9	20	5	150.75	36955	8600372	752483	8600367	752321	l	3	162.0771421	1	90	6	3	2005	2
9	20	6	150.75	36956	8600372	752483	8600684	751926	l	506.4721118	638.4301058	1	308.7481458	7	3	2005	2
9	20	7	150.75	36957	8600372	752483	8600718	751942	l	37.57658846	642.1814385	1	25.20112365	8	3	2005	2
9	20	8	150.75	36958	8600372	752483	8600763	751913	l	53.53503526	691.2170426	1	327.2004687	9	3	2005	2
9	20	9	150.75	36959	8600372	752483	8601513	751918	l	750.0166665	1273.22661	1	0.381966205	10	3	2005	2
9	20	10	150.75	36960	8600372	752483	8601518	751909	l	10.29563014	1281.714477	1	299.0546041	11	3	2005	2
9	20	11	150.75	36961	8600372	752483	8601526	751894	l	17	1295.622244	1	298.0724869	12	3	2005	2
9	20	12	150.75	36962	8600372	752483	8602561	751619	l	1070.910827	2353.341667	1	345.1202782	13	3	2005	2
9	20	13	150.75	36963	8600372	752483	8602569	751611	l	11.3137085	2363.724392	1	315	14	3	2005	2
9	20	14	150.75	36964	8600372	752483	8602589	751615	l	20.39607805	2380.863919	1	11.30993247	15	3	2005	2
9	20	15	150.75	36965	8600372	752483	8602668	751503	l	137.0583817	2496.400609	1	305.1975033	16	3	2005	2
9	20	16	150.75	36966	8600372	752483	8602974	751341	l	346.2369131	2841.578435	1	332.102729	17	3	2005	2
9	20	17	150.75	36967	8600372	752483	8603065	750983	l	369.3846234	3082.571816	1	284.2619643	18	3	2005	2
