OBJECTID,FEATTYPE,NAME,PERENNIAL,FEATREL,ATTRREL,PLANACC,SOURCE,CREATED,RETIRED,PID,SYMBOL,FEATWIDTH,ORIENTATN,TEXTNOTE,Id,RefFID,StepID,SHAPE_Leng,SHAPE_Area,ORIG_FID,RASTERVALU,POINT_X,POINT_Y,rain_1mm,art_nat,ARRIVE_MCP
18852,Bore,BRIANS BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,8,-1051070.44,-2041774.252,31.07469368,1,0
585,Water Tank,HERBS BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,7,-1042019.431,-2041684.069,31.56328392,1,0
4004,Bore,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,8,-1073849.592,-2039524.712,29.88814163,1,0
6180,Bore,LARRY INNES WELL,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,disused,0,0,0,0,0,0,8,-1064375.517,-2038287.982,30.01322746,1,0
6404,Windpump,TIPS TANK,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,-9999,-1071363.707,-2036346.316,30.01322746,1,0
18723,Bore,GILBERTS BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,8,-1036138.72,-2034215.873,31.85214996,1,0
0,,,,,,0,,,,0,0,0,0,,0,17909,1,0,0,0,0,-1074963.159,-2033814.931,29.82331467,0,0
21073,Water Tank,DONDIS DAM,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,8,-1022202.595,-2033790.775,32.86663437,1,0
0,,,,,,0,,,,0,0,0,0,,0,34150,1,0,0,0,0,-1074291.039,-2032413.24,29.82331467,0,0
8465,Windpump,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,8,-1044625.275,-2031514.654,30.94505882,1,0
7205,Bore,SHALLOW BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,8,-1064499.444,-2031397.241,29.99609375,1,0
13087,Water Tank,THE DAM,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,8,-1044703.042,-2029116.792,30.94505882,1,0
5708,Windpump,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,8,-1052544.113,-2029001.061,30.94505882,1,0
4741,Windpump,INJUDINAH BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,8,-1068735.743,-2027807.493,29.99609375,1,0
7570,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,8,-1068932.31,-2026919.145,29.99609375,1,0
5533,Windpump,NIBRICA BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,disused,0,0,0,0,0,0,8,-1063337.322,-2026770.601,29.99609375,1,0
2452,Bore,NIBRICA WELL,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,8,-1061662.667,-2026592.48,30.22520065,1,0
5258,Bore,PINDAN WELL,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,disused,0,0,0,0,0,0,8,-1058769.978,-2024535.081,30.548172,1,0
19860,Bore,WANGPOO BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,8,-1035374.497,-2023463.449,31.92826653,1,0
8698,Bore,COOKIES BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,8,-1044576.703,-2021662.562,31.09402847,1,0
47555,Water Tank,LOOROO WELL,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,-9999,-1069074.457,-2016440.791,30.38436699,1,0
3161,Windpump,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1038642.778,-2009272.838,31.44536209,1,0
4259,Windpump,DEEP BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,disused,0,0,0,0,0,0,9,-1046588.445,-2007354.132,30.73125076,1,0
4623,Windpump,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1046170.348,-2000042.028,30.43212318,1,0
9209,Windpump,YARDOOGARRA BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,-9999,-1040485.986,-1996209.163,30.74983406,1,0
7061,Windpump,TOP BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1022959.261,-1995446.38,31.33165741,1,0
9208,Windpump,GOLDWYER WELL,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,-9999,-1035111.688,-1995043.671,30.4558754,1,0
8928,Windpump,NO 12 BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,-9999,-1032126.363,-1993351.317,30.74460602,1,0
13683,Bore,HILL TOP BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,9,-1023303.667,-1991780.094,30.74460602,1,0
1370,Windpump,NO 25 BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1018489.35,-1990383.063,31.33165741,1,0
0,,,,,,0,,,,0,0,0,0,,0,37526,2,0,0,0,0,-1035338.825,-1990314.434,30.4558754,0,0
3647,Bore,NO 11 BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,-9999,-1031691.076,-1989697.74,30.74460602,1,0
0,,,,,,0,,,,0,0,0,0,,0,37526,1,0,0,0,0,-1034868.159,-1989445.065,30.4558754,0,0
0,,,,,,0,,,,0,0,0,0,,0,21090,1,0,0,0,0,-1033219.593,-1988398.725,30.4558754,0,0
8770,Bore,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,9,-1013033.359,-1988179.845,31.68856812,1,0
0,,,,,,0,,,,0,0,0,0,,0,21090,2,0,0,0,0,-1033705.629,-1988047.718,30.4558754,0,0
0,,,,,,0,,,,0,0,0,0,,0,21904,1,0,0,0,0,-1033795.336,-1987665.395,30.4558754,0,0
8887,Bore,NO 8 WELL,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,9,-1021877.094,-1985820.456,31.33165741,1,0
5204,Windpump,NO 9 BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1026416.062,-1985537.025,30.66445923,1,0
15927,Bore,BLOODWOOD BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,9,-1014309.079,-1984624.156,30.87203598,1,0
0,,,,,,0,,,,0,0,0,0,,0,454,1,0,0,0,9,-1030057.642,-1983170.644,30.66445923,0,0
0,,,,,,0,,,,0,0,0,0,,0,40658,1,0,0,0,9,-1029287.227,-1982803.002,30.66445923,0,0
5497,Windpump,NO 22 BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1006238.054,-1981125.894,31.44036484,1,0
0,,,,,,0,,,,0,0,0,0,,0,37206,1,0,0,0,9,-1022843.204,-1980594.131,30.87203598,0,0
0,,,,,,0,,,,0,0,0,0,,0,35343,1,0,0,0,9,-1023381.991,-1980133.103,30.66445923,0,0
0,,,,,,0,,,,0,0,0,0,,0,1555,1,0,0,0,9,-1023544.59,-1980128.798,30.66445923,0,0
8703,Windpump,RINGERS BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-998787.8877,-1978789.303,32.01622009,1,0
0,,,,,,0,,,,0,0,0,0,,0,165,1,0,0,0,0,-1021142.714,-1978080.961,30.87203598,0,0
1996,Windpump,NO 1 BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,-9999,-1017041.657,-1978029.513,30.87203598,1,0
9103,Windpump,RIG BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,abandoned,0,0,0,0,0,0,9,-1008391.905,-1976686.553,31.44036484,1,0
4190,Windpump,NO 2 BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,-9999,-1015118.345,-1975301.762,30.89146233,1,0
0,,,,,,0,,,,0,0,0,0,,0,19684,1,0,0,0,0,-1018334.22,-1975255.687,30.89146233,0,0
0,,,,,,0,,,,0,0,0,0,,0,11291,1,0,0,0,0,-1017661.669,-1973990.189,30.89146233,0,0
0,,,,,,0,,,,0,0,0,0,,0,23058,1,0,0,0,0,-1017366.619,-1973541.559,30.89146233,0,0
7639,Windpump,FLY FLAT BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-998734.1435,-1973403.763,31.82494736,1,0
2279,Bore,NO 3 BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,-9999,-1012183.319,-1972598.418,31.03333282,1,0
55271,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,8,-985055.2944,-1972262.855,32.19816971,1,0
0,,,,,,0,,,,0,0,0,0,,0,13168,1,0,0,0,0,-1017515.406,-1972006.175,30.89146233,0,0
12290,Pool,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,82,0,0,pool,0,0,0,0,0,0,9,-1003062.32,-1971509.184,31.82494736,1,0
0,,,,,,0,,,,0,0,0,0,,0,33170,1,0,0,0,0,-1016411.704,-1971275.641,30.89146233,0,0
0,,,,,,0,,,,0,0,0,0,,0,19362,1,0,0,0,0,-1016357.55,-1971191.621,30.89146233,0,0
0,,,,,,0,,,,0,0,0,0,,0,28081,1,0,0,0,0,-1016762.408,-1970973.459,30.89146233,0,0
7114,Windpump,NO 4 BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1009393.374,-1970450.791,31.03333282,1,0
932,Bore,NO 5 BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,9,-1006192.956,-1969909.591,31.03333282,1,0
0,,,,,,0,,,,0,0,0,0,,0,34149,1,0,0,0,0,-1017135.733,-1969626.072,30.89146233,0,0
0,,,,,,0,,,,0,0,0,0,,0,30652,1,0,0,0,0,-1017509.763,-1969254.627,30.89146233,0,0
4740,Windpump,NO 6 BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,abandoned,0,0,0,0,0,0,9,-1002936.126,-1968826.565,31.82494736,1,0
0,,,,,,0,,,,0,0,0,0,,0,24342,1,0,0,0,0,-1017154.76,-1968318.614,30.89146233,0,0
0,,,,,,0,,,,0,0,0,0,,0,39981,1,0,0,0,0,-1016638.956,-1968289.705,30.89146233,0,0
0,,,,,,0,,,,0,0,0,0,,0,20123,1,0,0,0,0,-1016147.676,-1968259.334,30.89146233,0,0
0,,,,,,0,,,,0,0,0,0,,0,37615,1,0,0,0,0,-1017244.355,-1968172.171,30.89146233,0,0
0,,,,,,0,,,,0,0,0,0,,0,18689,1,0,0,0,0,-1017119.925,-1966838.396,30.89146233,0,0
0,,,,,,0,,,,0,0,0,0,,0,7226,1,0,0,0,0,-1017195.603,-1966186.92,30.89146233,0,0
0,,,,,,0,,,,0,0,0,0,,0,23250,1,0,0,0,0,-1017565.215,-1965354.485,31.08853531,0,0
217,Bore,FRASER LAKE BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,8,-985265.0473,-1964846.532,31.64792442,1,0
0,,,,,,0,,,,0,0,0,0,,0,33210,1,0,0,0,0,-1017538.666,-1964608.736,31.08853531,0,0
0,,,,,,0,,,,0,0,0,0,,0,33210,2,0,0,0,0,-1016549.949,-1964490.984,31.08853531,0,0
3160,Windpump,MCGREGORS BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,8,-975356.1761,-1964430.442,32.32478714,1,0
5283,Windpump,CHAIN PUMP BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1001597.739,-1963784.089,31.37767792,1,0
3730,Pool,,,1/01/1970,1/01/1970,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,82,0,0,pool,0,0,0,0,0,0,8,-924418.7664,-1963482.275,33.7440834,1,1
0,,,,,,0,,,,0,0,0,0,,0,1955,1,0,0,0,0,-1017755.877,-1963376.328,31.08853531,0,0
0,,,,,,0,,,,0,0,0,0,,0,17058,1,0,0,0,0,-1017923.667,-1962869.5,31.08853531,0,0
7031,Windpump,COOMACOP BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-999680.1748,-1962241.092,31.37767792,1,0
0,,,,,,0,,,,0,0,0,0,,0,39018,1,0,0,0,0,-1018296.615,-1961698.849,31.08853531,0,0
0,,,,,,0,,,,0,0,0,0,,0,14839,1,0,0,0,0,-1017518.43,-1961653.452,31.08853531,0,0
20111,Bore,CLARKSONS BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,9,-1008082.458,-1961437.872,31.20285797,1,0
41027,Water Tank,,,1/01/1970,1/01/1970,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,8,-936737.8926,-1961227.298,33.5473175,1,1
15044,Bore,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,9,-1002488.694,-1961137.589,31.37767792,1,0
4773,Windpump,SHEEP CAMP BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-995658.2761,-1960604.027,31.37767792,1,0
3238,Windpump,OVERFLOW BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,8,-989589.0238,-1960187.462,31.64792442,1,0
0,,,,,,0,,,,0,0,0,0,,0,27632,1,0,0,0,0,-1018276.275,-1959576.192,31.08853531,0,0
0,,,,,,0,,,,0,0,0,0,,0,2801,1,0,0,0,0,-1018133.157,-1959417.772,31.08853531,0,0
9604,Windpump,RAM PADDOCK WELL,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-994368.8077,-1959270.352,31.37767792,1,0
3996,Windpump,WAROMBERNI BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,8,-985311.1898,-1957426.238,31.64792442,1,1
2540,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,9,-1009445.483,-1957128.011,31.20285797,1,1
107,Windpump,BERNIS BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,8,-987956.9683,-1957085.894,31.64792442,1,1
43201,Water Tank,BLUE HOLE DAM,,1/01/1970,1/01/1970,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,9,-927447.0759,-1955891.001,33.7440834,1,1
39211,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,9,-1000973.312,-1955441.577,31.6929493,1,1
18326,Water Tank,COCKLE WELL,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,disused,0,0,0,0,0,0,9,-1019420.168,-1953725.97,31.61017799,1,1
49687,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,9,-1011475.256,-1953302.537,31.74942398,1,1
14104,Bore,PATERSONS WELL,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,9,-1029262.985,-1953093.422,31.74538422,1,1
4016,Windpump,JERRICOP BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,8,-984647.2519,-1953091.121,31.73527718,1,1
2613,Windpump,TAGARANA BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1021796.103,-1953011.136,31.61017799,1,1
7492,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,-9999,-1034931.003,-1952648.921,31.17819023,1,1
52455,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,9,-997810.4071,-1952417.627,31.6929493,1,1
6638,Windpump,UNGANI BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,in disrepair,0,0,0,0,0,0,8,-981014.4449,-1951994.444,32.17137909,1,1
20477,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,8,-987973.5231,-1951795.126,31.73527718,1,1
44465,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,8,-987663.3805,-1951706.968,31.73527718,1,1
7175,Windpump,CHARLIES BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1010307.306,-1950834.792,31.74942398,1,1
10053,Bore,COW BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,9,-1006525.712,-1950798.686,31.74942398,1,1
106,Windpump,NEW POLLYS BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1012717.283,-1950782.317,31.74942398,1,1
20174,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,8,-965038.7801,-1950717.675,32.6820755,1,1
5885,Windpump,GURUMBUL BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1014790.275,-1950590.642,31.61017799,1,1
2480,Bore,HAYS BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,9,-1008620.894,-1950534.489,31.74942398,1,1
34477,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,9,-997329.7901,-1950409.211,31.6929493,1,1
1086,Windpump,DUNCAN BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,-9999,-1031640.247,-1950314.024,31.74538422,1,1
1028,Windpump,GOVERNMENT COW BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1004550.277,-1949983.573,31.74942398,1,1
55161,Water Tank,,,1/01/1970,1/01/1970,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,8,-945228.0317,-1949873.174,33.35151291,1,1
31478,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,disused,0,0,0,0,0,0,9,-1003959.915,-1949662.263,31.74942398,1,1
36915,Water Tank,DIANNE'S DAM,,1/01/1970,1/01/1970,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,8,-934935.2631,-1949471.616,33.8073082,1,1
3558,Windpump,KURRAJONG BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,8,-963371.0148,-1949453.624,32.6820755,1,1
133,Windpump,BULL GATE BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1010789.615,-1948167.852,31.74942398,1,1
48070,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,disused,0,0,0,0,0,0,9,-1002801.731,-1947856.368,31.6929493,1,1
42290,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,abandoned,0,0,0,0,0,0,-9999,-1034582.656,-1947345.435,31.17819023,1,1
5389,Bore,,,1/01/1970,1/01/1970,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,8,-952476.7387,-1947345.118,33.35151291,1,1
50879,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,water treatment plant reservoir,0,0,0,0,0,0,9,-1027821.912,-1947074.434,31.74538422,1,1
1027,Windpump,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1028393.859,-1946726.277,31.74538422,1,1
18018,Bore,EAST HOLE BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,8,-973117.4071,-1946145.26,32.17137909,1,1
78529,Lake,LAKE EDA,Perennial,20020913,20020913,100,GEOSCIENCE AUSTRALIA,5/09/2006,,3550906,10,0,0,,0,0,0,0.017693048,1.92893E-05,16148,8,-990224.2453,-1946138.562,31.73527718,0,1
20607,Bore,BUCKLEYS BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,-9999,-1034949.72,-1946051.971,31.17819023,1,1
2587,Windpump,GOODJARA BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,disused,0,0,0,0,0,0,-9999,-1032472.834,-1945401.914,31.88743019,1,1
5594,Windpump,SEVEN MILE BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,disused,0,0,0,0,0,0,9,-1000611.78,-1944734.914,32.3258934,1,1
2917,Windpump,NEW SEVEN MILE BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-1002774.895,-1944423.809,32.3258934,1,1
6276,Windpump,LOWER LOOMINGGUM BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-996648.5325,-1943440.106,32.3258934,1,1
16252,Water Tank,DEEP CREEK BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,8,-982337.7774,-1942370.829,32.36680222,1,1
13437,Bore,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,-9999,-1036896.432,-1942135.766,31.37695694,1,1
12632,Bore,BARLEE SPRING BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,disused,0,0,0,0,0,0,9,-999104.9925,-1941850.978,32.3258934,1,1
2234,Windpump,POINCIANA WELL,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,-9999,-1037379.219,-1941389.506,31.37695694,1,1
6266,Windpump,BOHEMIA BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,8,-964406.7585,-1941208.749,32.76844025,1,1
75274,Lake,LAKE CAMPION,Perennial,20020913,20020913,100,GEOSCIENCE AUSTRALIA,5/09/2006,,3541696,10,0,0,,0,0,0,0.015906369,9.94855E-06,15490,8,-980776.3279,-1940991.204,32.36680222,0,1
348,Windpump,UPPER LOOMINGGUM BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,9,-992127.1489,-1940485.927,32.15911865,1,1
9717,Windpump,LAKE CAMPION BORE,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,disused,0,0,0,0,0,0,8,-981039.8669,-1940305.33,32.36680222,1,1
4714,Bore,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,11,0,0,,0,0,0,0,0,0,-9999,-1035075.312,-1939164.727,31.37695694,1,1
51405,Water Tank,,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,86,0,0,,0,0,0,0,0,0,9,-985336.6286,-1938887.552,32.15911865,1,1
5486,Windpump,TWO WELLS,,1/01/1979,1/01/1979,100,GEOSCIENCE AUSTRALIA,5/09/2006,,0,434,0,0,,0,0,0,0,0,0,-9999,-1034681.123,-1938866.056,31.37695694,1,1
