X,Y,fcsubtype,fcsubtype_,full_name,displaynam,datefeatur,datefeat_1,accessleve,metadataid,featuretex,nameid,globalid,systemname,perenniali,perennia_1,origin,origin_des,hierarchyd,hierarchyu,waterpolyg,waterpol_1,salinityco,salinity_1,watercours,watercou_1,leftbankco,leftbank_1,rightbankc,rightban_1,capturemet,capturem_1,datasource,datasour_1,planaccura,spatialrel,attributer,targetdisp,targetdi_1,datacustod,datacust_1,area_m,area_ll,st_area_sh,st_perimet,distance,angle,fid,waterpoint,waterpoi_1,symbolrota,id,layer,path,ndays_1,colonised,TCZ
-1296115.13015238,-2243913.59502529,"1",WaterBody,,,"200702081912",,"10",271.000000000000000,,"-98",{221E32A0-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,34601,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,,"0"
-1183981.23399245,-2204392.78386685,"5",WaterPointStructure,,,"200702101818","201401232150","0",101565.000000000000000,,"-98",{24AA5756-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"3",OnScreenDigitising,"26",OrthoImagery,"6.7","20120828","20120828","50000",1:50000,"3",LANDGATE,,,,,,,34661,"1",Bore,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,24.000000000000000,,"0"
-1306012.84791612,-2252701.30519531,"5",WaterPointStructure,,,"200702081911","200702231049","10",271.000000000000000,,"-98",{213805D2-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,34677,"1",Bore,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,"2","0"
-1311803.10424721,-2234080.74972864,"5",WaterPointStructure,,,"200702081912","200702231049","10",271.000000000000000,,"-98",{21CC1DC6-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,34706,"6",Well,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,,"0"
-1036320.02262886,-1954201.87212239,"5",WaterPointStructure,,,"200806231111","200807010947","0",907.000000000000000,,"-98",{2B9A2910-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"3",OnScreenDigitising,"12",CitiesAndTownsSeriesByLANDGATE,"6.7","20070101","20070101","20000",1:20000,"3",LANDGATE,,,,,,,34764,"4",Tank,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,31.000000000000000,,"0"
-1345097.94808537,-2239399.85017191,"1",WaterBody,,,"200702081912",,"10",271.000000000000000,,"-98",{221BCAD8-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,34794,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,22.000000000000000,"2","0"
-1334300.91311499,-2254430.53934903,"5",WaterPointStructure,,,"200702081912","200702231049","10",271.000000000000000,,"-98",{21C2FA0C-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,34816,"6",Well,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,"2","0"
-884883.508192273,-1882189.13396724,"1",WaterBody,,,"200702071242","200806201130","0",907.000000000000000,,"-98",{14408C0A-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"3",OnScreenDigitising,"12",CitiesAndTownsSeriesByLANDGATE,"6.7","20070101","20070101","20000",1:20000,"3",LANDGATE,,,,,,,34863,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,36.000000000000000,"1","0"
-1217145.3315083,-2276505.11176434,"1",WaterBody,,,"200702081912",,"10",271.000000000000000,,"-98",{2232E696-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,34907,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,22.000000000000000,"2","0"
-1294846.32450429,-2240209.2215345,"5",WaterPointStructure,,,"200702081912","200702231049","10",271.000000000000000,,"-98",{21C9D9A8-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,34942,"6",Well,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,,"0"
-1317046.19359437,-2298015.74868459,"1",WaterBody,,,"200702081912",,"10",271.000000000000000,,"-98",{221C94CC-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,35010,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,24.000000000000000,"2","0"
-838934.756788843,-1886972.56449656,"5",WaterPointStructure,,,"200701251737","200702231047","10",256.000000000000000,,"-98",{F492C4EA-28D3-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19780101","19780101","50000",1:50000,"3",LANDGATE,,,,,,,35144,"1",Bore,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,38.000000000000000,"1","0"
-1072868.82455838,-2059097.40569408,"5",WaterPointStructure,,,"200701251737","200702231047","10",259.000000000000000,,"-98",{F4BCCAD8-28D3-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19930101","19930101","50000",1:50000,"3",LANDGATE,,,,,,,35153,"2",BoreAndWindmill,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,29.000000000000000,,"1"
-848824.142189263,-1759140.58543861,"4",Waterfall,,,"200701251737","200702231219","10",256.000000000000000,,"-98",{F4860DCC-28D3-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-98",NotApplicable,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19780101","19780101","50000",1:50000,"3",LANDGATE,,,,,,,35185,"-98",NotApplicable,"90",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,47.000000000000000,"1","0"
-1289123.42444741,-2273574.7323071,"1",WaterBody,,,"200702081912",,"10",271.000000000000000,,"-98",{220D1C4A-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,35229,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,"2","0"
-1328258.9640601,-2227966.75276016,"1",WaterBody,,,"200702081912",,"10",271.000000000000000,,"-98",{22044FCA-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,35408,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,22.000000000000000,"2","0"
-1064314.43367571,-2038409.1082009,"5",WaterPointStructure,,,"200701251737","200702231047","10",259.000000000000000,,"-98",{F4B18E0C-28D3-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19930101","19930101","50000",1:50000,"3",LANDGATE,,,,,,,35422,"1",Bore,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,29.000000000000000,,"1"
-1206217.17206664,-2267142.7281624,"3",Spring,,,"200702081912","200702231211","10",271.000000000000000,,"-98",{22A59D9E-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,35522,"-98",NotApplicable,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,24.000000000000000,,"0"
-1335624.60448106,-2232917.09356392,"5",WaterPointStructure,,,"200702081912","200702231049","10",271.000000000000000,,"-98",{21D42E12-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,35527,"8",WellAndWindmill,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,22.000000000000000,"2","0"
-1232624.89727068,-2254606.9572921,"5",WaterPointStructure,,,"200702081912","200702231049","10",271.000000000000000,,"-98",{22A4E0CA-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,35544,"4",Tank,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,24.000000000000000,,"0"
-869787.423836017,-1939600.8045233,"5",WaterPointStructure,,,"201610282246",,"0",102406.000000000000000,,"-98",{ACD5E08F-24C3-431E-92FB-9B71410FF1A0},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"3",OnScreenDigitising,"26",OrthoImagery,"13.4","20151006","20151006","100000",1:100000,"3",LANDGATE,,,,,,,35623,"4",Tank,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,34.000000000000000,,"0"
-1090319.23903572,-2120525.36566953,"5",WaterPointStructure,Milly Milly Bore,Milly Milly Bore,"200702101818","200702231050","0",61.000000000000000,,"100023246",{24AC4CA0-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19960101","19960101","100000",1:100000,"3",LANDGATE,,,,,,,35636,"2",BoreAndWindmill,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,26.000000000000000,,"1"
-1280234.88889284,-2273733.20515805,"1",WaterBody,,,"200702081912",,"10",271.000000000000000,,"-98",{221BA4E0-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,35690,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,"2","0"
-865921.977839977,-1947362.45703397,"1",WaterBody,,,"200702071242",,"0",56.000000000000000,,"-98",{141FC736-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,,,,,,,35701,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,33.000000000000000,,"0"
-1270366.13385498,-2249855.64259993,"1",WaterBody,,,"200702081912",,"10",271.000000000000000,,"-98",{22184DFE-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,35741,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,24.000000000000000,,"0"
-1226042.89282785,-2274271.05438039,"1",WaterBody,,,"200702081912",,"10",271.000000000000000,,"-98",{2233FE6E-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,35832,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,"2","0"
-839927.610031767,-1925653.82314427,"5",WaterPointStructure,,,"200702101818","200702231049","0",56.000000000000000,,"-98",{248E1802-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,,,,,,,35837,"4",Tank,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,37.000000000000000,"1","0"
-938954.708609245,-1928269.90204909,"5",WaterPointStructure,,,"200702101818","200702231049","0",56.000000000000000,,"-98",{248892C4-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,,,,,,,35841,"7",Windmill,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,33.000000000000000,,"0"
-847775.421433091,-1759356.04955985,"4",Waterfall,,,"200701251737","200702231219","10",256.000000000000000,,"-98",{F48337C8-28D3-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-98",NotApplicable,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19780101","19780101","50000",1:50000,"3",LANDGATE,,,,,,,35851,"-98",NotApplicable,"90",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,47.000000000000000,"1","0"
-1227842.73954703,-2263643.42662924,"5",WaterPointStructure,,,"200702081912","201401232150","10",101565.000000000000000,,"-98",{229F9F02-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"3",OnScreenDigitising,"26",OrthoImagery,"6.7","20120828","20120828","50000",1:50000,"3",LANDGATE,,,,,,,35886,"6",Well,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,,"0"
-1260563.73695018,-2252464.02337636,"5",WaterPointStructure,,,"200702081912","200702231049","10",271.000000000000000,,"-98",{21CC9774-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,35895,"6",Well,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,24.000000000000000,,"0"
-1236043.96182547,-2271323.9853604,"5",WaterPointStructure,,,"200702081912","201401232150","10",101565.000000000000000,,"-98",{22AD0228-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"3",OnScreenDigitising,"26",OrthoImagery,"6.7","20120828","20120828","50000",1:50000,"3",LANDGATE,,,,,,,35917,"6",Well,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,"2","0"
-999500.140784317,-1962645.89228967,"5",WaterPointStructure,,,"200701251737","200702231047","10",259.000000000000000,,"-98",{F4BCFCD8-28D3-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19930101","19930101","50000",1:50000,"3",LANDGATE,,,,,,,35944,"2",BoreAndWindmill,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,31.000000000000000,,"0"
-877344.541264782,-1888050.18241355,"1",WaterBody,,,"202112032023",,"0",102975.000000000000000,,"-98",{141C5D06-5FA6-451E-B066-107F08CA7277},"-98","2",Perennial,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-99",Unknown,"-99",Unknown,"3",OnScreenDigitising,"26",OrthoImagery,"6.7","20200531","20200531","20000",1:20000,"3",LANDGATE,,,,,,,36017,"2",EarthDam,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,36.000000000000000,"1","0"
-817341.583436617,-1980443.28679098,"5",WaterPointStructure,,,"200701251737","200702231047","10",263.000000000000000,,"-98",{F50EDF30-28D3-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19930101","19930101","50000",1:50000,"3",LANDGATE,,,,,,,36036,"4",Tank,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,33.000000000000000,,"0"
-1107060.6395676,-2105672.98323758,"5",WaterPointStructure,,,"200701251737","200702231047","10",289.000000000000000,,"-98",{F51BFB02-28D3-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,36044,"4",Tank,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,26.000000000000000,,"1"
-1215187.33907139,-2277475.80709566,"1",WaterBody,,,"200702081912",,"10",271.000000000000000,,"-98",{2237FF64-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,36149,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,22.000000000000000,"2","0"
-1073632.99079205,-2022329.5968543,"5",WaterPointStructure,,,"201704031827",,"0",102488.000000000000000,,"-98",{1783A874-1922-46E1-AF63-2515AFA40F0C},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"3",OnScreenDigitising,"26",OrthoImagery,"5","20130901","20130901","100000",1:100000,"3",LANDGATE,,,,,,,36176,"4",Tank,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,29.000000000000000,,"1"
-1291104.67278848,-2271807.68225484,"1",WaterBody,,,"200702081912",,"10",271.000000000000000,,"-98",{2205A26C-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999",,,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,36319,"5",Pool,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,"2","0"
-1257280.8406268,-2277021.37355611,"5",WaterPointStructure,,,"200702081912","200702231049","10",271.000000000000000,,"-98",{21DBB2AE-28D4-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,36332,"8",WellAndWindmill,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,23.000000000000000,"2","0"
-1100913.37798932,-2106669.36762833,"5",WaterPointStructure,,,"200701251737","200702231047","10",289.000000000000000,,"-98",{F51F8556-28D3-11DF-B0B6-001E0B884B88},"-98","-99",Unknown,"1",Manmade,"9999","9999",,,"-99",Unknown,"-98",NotApplicable,"-98",NotApplicable,"-98",NotApplicable,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,,,,,,,36466,"7",Windmill,"0",,LGATE017_north_perm_artificial,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/LGATE017 north permanent.shp,26.000000000000000,,"1"
