X,Y,fcsubtype,fcsubtype_,full_name,displaynam,datefeatur,datefeat_1,accessleve,metadataid,featuretex,nameid,globalid,systemname,perenniali,perennia_1,origin,origin_des,hierarchyd,hierarchyu,waterpolyg,waterpol_1,salinityco,salinity_1,watercours,watercou_1,leftbankco,leftbank_1,rightbankc,rightban_1,capturemet,capturem_1,datasource,datasour_1,planaccura,spatialrel,attributer,targetdisp,targetdi_1,datacustod,datacust_1,area_m,area_ll,st_area_sh,st_perimet,distance,angle,fid,waterpoint,waterpoi_1,symbolrota,id,layer,path,ndays_1,colonised,TCZ
-836732.893389209,-1875105.74316556,"1",WaterBody,,,"200701251738","201110051335","10",256.000000000000000,,"-99",{4184E0F8-28D4-11DF-B0B6-001E0B884B88},"100022299","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19780101","19780101","50000",1:50000,"3",LANDGATE,3735.640633089999938,0.000000320000000,0.000000317559613,0.003795257117588,0.000000000000000,314.129339488362746,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,39.000000000000000,"1","0"
-819315.801305975,-1953513.59363686,"1",WaterBody,,,"200701251738","201010222108","10",263.000000000000000,,"-99",{42B83E7A-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19930101","19930101","50000",1:50000,"3",LANDGATE,4071.528431310000087,0.000000350000000,0.000000347464251,0.004026866380973,0.000000000000000,235.657540605707993,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,"0"
-1280894.0811683,-2264797.36342339,"1",WaterBody,De Grey River,De Grey River,"200702081913","201012171552","10",271.000000000000000,,"100045424",{610316D4-28D4-11DF-B0B6-001E0B884B88},"100045424","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"2",MajorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,8353.813087239999732,0.000000720000000,0.000000723487747,0.004464180288467,0.000000000000000,246.820852982949674,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,23.000000000000000,"2","0"
-872846.517700656,-1941234.8169714,"1",WaterBody,,,"200702071248","201111041800","0",56.000000000000000,,"-99",{5653666C-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,3394.919501880000098,0.000000290000000,0.000000289497161,0.002124239373699,0.000000000000000,236.856607853975589,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,"0"
-1326826.2558356,-2248455.40884723,"1",WaterBody,,,"200702081913","201010181601","10",271.000000000000000,,"-99",{6086ACCA-28D4-11DF-B0B6-001E0B884B88},"100045219","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"2",MajorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,4976.253588390000004,0.000000430000000,0.000000430460665,0.005243979090208,0.000000000000000,232.869718826497888,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,22.000000000000000,"2","0"
-871776.866531001,-1943349.46848992,"1",WaterBody,,,"200702071248","201111041800","0",56.000000000000000,,"-99",{55FC4724-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,1842.916197819999979,0.000000160000000,0.000000157170266,0.005036679828304,0.000000000000000,232.746097875812524,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,"0"
-887100.460894802,-1911135.41229913,"1",WaterBody,Gnana Pool,Gnana Pool,"200702071248","201111041800","0",95.000000000000000,,"100014155",{5536F46A-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,2402.178439570000592,0.000000200000000,0.000000204528158,0.003357830671685,0.000000000000000,255.308418475870155,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,35.000000000000000,,"0"
-1349440.11781513,-2217027.91552631,"2",Wetland,,,"200702081913","201010181601","10",271.000000000000000,,"-99",{60A99514-28D4-11DF-B0B6-001E0B884B88},"-99","2",Perennial,"2",Natural,"9999","9999","2",Swamp,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,3863.744324190000043,0.000000330000000,0.000000333596999,0.002587298420135,0.000000000000000,155.650887206946294,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,22.000000000000000,"2","0"
-1283738.6879163,-2269469.04012943,"1",WaterBody,Coongan River,Coongan River,"200702081913","201012171552","10",271.000000000000000,,"100045425",{61004314-28D4-11DF-B0B6-001E0B884B88},"100045425","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"2",MajorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,14653.947498999999880,0.000001270000000,0.000001269429956,0.011371455495332,0.000000000000000,117.665171066675285,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,23.000000000000000,"2","0"
-1325648.32744143,-2242835.03356366,"1",WaterBody,,,"200702081913","201010181601","10",271.000000000000000,,"-99",{609393CC-28D4-11DF-B0B6-001E0B884B88},"100045424","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"2",MajorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,4493.208298280000236,0.000000390000000,0.000000388555378,0.004542724805143,0.000000000000000,291.128411784832451,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,22.000000000000000,"2","0"
-1034973.06683312,-1958872.78274046,"1",WaterBody,,,"200806231112","200907221116","0",907.000000000000000,,"-99",{6450608A-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"1",Manmade,"9999","9999","2",EarthDam,"-99",Unknown,"-98",NotApplicable,"-99",Unknown,"-99",Unknown,"3",OnScreenDigitising,"12",CitiesAndTownsSeriesByLANDGATE,"6.7","20070101","20070101","20000",1:20000,"3",LANDGATE,3586.491255599999931,0.000000310000000,0.000000305928156,0.002672187760598,0.000000000000000,51.759037199676946,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,31.000000000000000,,"0"
-1222600.40013969,-2276004.66572864,"1",WaterBody,,,"200702081913","200904011256","10",271.000000000000000,,"-99",{60E819C4-28D4-11DF-B0B6-001E0B884B88},"100045424","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"2",MajorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,833.687327129999971,0.000000070000000,0.000000072271452,0.001767710918000,0.000000000000000,259.438035671235525,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,22.000000000000000,"2","0"
-1279677.28136544,-2273382.74416189,"1",WaterBody,,,"200702081913","201012171552","10",271.000000000000000,,"-99",{60EED4DA-28D4-11DF-B0B6-001E0B884B88},"100045424","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"3",MinorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,1829.565556759999936,0.000000160000000,0.000000158529739,0.003131998742865,0.000000000000000,225.151246656151443,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,23.000000000000000,"2","0"
-1251014.03294224,-2270583.06322825,"1",WaterBody,De Grey River,De Grey River,"200702081913","201012171552","10",271.000000000000000,,"100045424",{60E4FF5A-28D4-11DF-B0B6-001E0B884B88},"100045424","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"2",MajorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,19935.875267579998763,0.000001730000000,0.000001727430564,0.010003848409521,0.000000000000000,96.484343217295475,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,23.000000000000000,"2","0"
-840243.762168854,-1771305.9557155,"1",WaterBody,,,"200701251738","201109301853","10",256.000000000000000,,"-99",{411385F2-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19780101","19780101","50000",1:50000,"3",LANDGATE,4875.835612480000236,0.000000410000000,0.000000412478510,0.003351505408375,0.000000000000000,152.771596803938394,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,45.000000000000000,"1","0"
-1280292.30512374,-2271580.17460727,"1",WaterBody,,,"200702081913","201012171552","10",271.000000000000000,,"-99",{60796632-28D4-11DF-B0B6-001E0B884B88},"100045424","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"3",MinorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,6707.294272670000282,0.000000580000000,0.000000581122198,0.005752697597661,0.000000000000000,168.563867329591943,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,23.000000000000000,"2","0"
-1334111.79299478,-2208672.21190244,"2",Wetland,,,"200702081913","200905191431","10",271.000000000000000,,"-99",{60A9D290-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999","2",Swamp,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,3132.627940979999948,0.000000270000000,0.000000270368832,0.002174848353793,0.000000000000000,278.586983269795894,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,22.000000000000000,"2","0"
-889730.403997427,-1910089.95954491,"1",WaterBody,Bungunon Pool,Bungunon Pool,"200702071248","201111041800","0",56.000000000000000,,"100139305",{55F98390-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,100069.753812549999566,0.000008520000000,0.000008519555991,0.024351775460902,0.000000000000000,261.186658400280464,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,35.000000000000000,,"0"
-889340.954248041,-1909587.52595178,"1",WaterBody,Bungunon Pool,Bungunon Pool,"200702071248","201111041800","0",56.000000000000000,,"100139305",{55F98390-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,100069.753812549999566,0.000008520000000,0.000008519555991,0.024351775460902,2000.000000000000000,204.213515474161028,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,35.000000000000000,,"0"
-874919.820819489,-1939011.35855939,"1",WaterBody,,,"200702071248","201111041800","0",56.000000000000000,,"-99",{550A44C4-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,18316.198630120001326,0.000001560000000,0.000001561699334,0.006184605486693,0.000000000000000,267.926047471214474,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,"0"
-821381.197436235,-1955698.50516917,"1",WaterBody,,,"200702071248","201010222108","0",60.000000000000000,,"-99",{5572E2E0-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19710101","19710101","100000",1:100000,"3",LANDGATE,14923.223783209999965,0.000001270000000,0.000001273679309,0.004390396929275,0.000000000000000,266.567227016004551,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,33.000000000000000,,"0"
-884575.259041661,-1760300.27053227,"1",WaterBody,,,"200701251738","201109301853","10",256.000000000000000,,"-99",{4108D68E-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19780101","19780101","50000",1:50000,"3",LANDGATE,4484.661997999999585,0.000000380000000,0.000000379148011,0.005112279923653,0.000000000000000,264.514629393773987,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,43.000000000000000,"1","0"
-815282.613458329,-1956820.95279512,"1",WaterBody,Fitzroy River,Fitzroy River,"200701251738","201010222108","10",263.000000000000000,,"100012417",{42B15600-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"2",MajorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19930101","19930101","50000",1:50000,"3",LANDGATE,174918.296758979995502,0.000014930000000,0.000014930308645,0.054064869273235,0.000000000000000,207.486729524957099,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,"0"
-814054.657071511,-1957491.52483652,"1",WaterBody,Fitzroy River,Fitzroy River,"200701251738","201010222108","10",263.000000000000000,,"100012417",{42B15600-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"2",MajorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19930101","19930101","50000",1:50000,"3",LANDGATE,174918.296758979995502,0.000014930000000,0.000014930308645,0.054064869273235,2000.000000000000000,291.215867738508905,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,"0"
-815820.97318315,-1956592.9958175,"1",WaterBody,Fitzroy River,Fitzroy River,"200701251738","201010222108","10",263.000000000000000,,"100012417",{42B15600-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"2",MajorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19930101","19930101","50000",1:50000,"3",LANDGATE,174918.296758979995502,0.000014930000000,0.000014930308645,0.054064869273235,4000.000000000000000,275.531260619940383,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,"0"
-1346578.61204581,-2238693.93628683,"2",Wetland,,,"200702081913","201010181601","10",271.000000000000000,,"-99",{610F60A6-28D4-11DF-B0B6-001E0B884B88},"-99","2",Perennial,"2",Natural,"9999","9999","2",Swamp,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,17535.859919030001038,0.000001520000000,0.000001515898340,0.006237654016006,0.000000000000000,278.187328576823859,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,22.000000000000000,"2","0"
-891557.153927132,-1751832.61692369,"1",WaterBody,Silver Gull Creek,Silver Gull Creek,"200701251738","201109301853","10",256.000000000000000,,"100033243",{41C810BC-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19780101","19780101","50000",1:50000,"3",LANDGATE,1191.962489600000026,0.000000100000000,0.000000100732163,0.001184153909318,0.000000000000000,278.703516657140483,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,43.000000000000000,"1","0"
-883873.818259568,-1924862.37764737,"1",WaterBody,,,"200702071248","201111041800","0",56.000000000000000,,"-99",{5650DD20-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,3708.691179710000142,0.000000320000000,0.000000315986891,0.002485150563078,0.000000000000000,270.234551442151599,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,"0"
-876808.789825754,-1937125.20946118,"1",WaterBody,,,"200702071248","201111041800","0",56.000000000000000,,"-99",{54B15616-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,5137.980224330000055,0.000000440000000,0.000000438038430,0.003105537952988,0.000000000000000,269.171905113139758,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,"0"
-813158.261654764,-1954185.51055826,"1",WaterBody,,,"200701251738","201010222108","10",263.000000000000000,,"-99",{42BAA868-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19930101","19930101","50000",1:50000,"3",LANDGATE,1859.040248199999951,0.000000160000000,0.000000158658985,0.001779150384195,0.000000000000000,240.970759733038875,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,"1","0"
-1106283.3191106,-2163146.65415841,"1",WaterBody,,,"200701251738","200906110808","10",289.000000000000000,,"-99",{422E56B0-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999","4",Lake,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,194665.168912839988479,0.000016780000000,0.000016778571435,0.018183454617256,0.000000000000000,112.120890316626230,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,24.000000000000000,,"0"
-999308.113221756,-1844379.61793243,"1",WaterBody,,,"200702071248","200905211059","0",53.000000000000000,,"-99",{5621B928-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,12779.907486190000782,0.000001080000000,0.000001084247381,0.005418300249711,0.000000000000000,189.252849127317290,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,33.000000000000000,,"0"
-1259802.98424907,-2269389.45353037,"1",WaterBody,De Grey River,De Grey River,"200702081913","201012171552","10",271.000000000000000,,"100045424",{6108CD7C-28D4-11DF-B0B6-001E0B884B88},"100045424","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"2",MajorRiver,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19960101","19960101","50000",1:50000,"3",LANDGATE,1610.438267779999933,0.000000140000000,0.000000139526434,0.002150594927650,0.000000000000000,250.044817896170656,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,23.000000000000000,"2","0"
-921698.808243085,-1895005.76854842,"1",WaterBody,,,"200702071248","201012022306","0",56.000000000000000,,"-99",{5604D010-28D4-11DF-B0B6-001E0B884B88},"100044683","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19840101","19840101","100000",1:100000,"3",LANDGATE,38865.387257069996849,0.000003310000000,0.000003306146626,0.010101119325069,0.000000000000000,263.476398262127645,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,"0"
-882454.463808529,-1809104.87686931,"1",WaterBody,,,"200701251738","201109301853","10",256.000000000000000,,"-99",{412F78CA-28D4-11DF-B0B6-001E0B884B88},"-98","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"1",DirectPhotogrammetricCapture,"16",1:50000TopographicSeriesByARMY,"13.4","19780101","19780101","50000",1:50000,"3",LANDGATE,12801.221509009999863,0.000001080000000,0.000001084688518,0.010374436860701,0.000000000000000,231.170805155166875,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,43.000000000000000,"1","0"
-841465.411097438,-1962419.35095896,"1",WaterBody,,,"200702071248","201010222108","0",60.000000000000000,,"-99",{54B59FFA-28D4-11DF-B0B6-001E0B884B88},"100206261","2",Perennial,"2",Natural,"9999","9999","5",Pool,"-99",Unknown,"-99",Unknown,"-99",Unknown,"-99",Unknown,"4",Scan_Vectorise,"8",1:100000TopographicSeriesByGA,"53.7","19710101","19710101","100000",1:100000,"3",LANDGATE,80654.651265749984304,0.000006890000000,0.000006885656854,0.022990379798945,0.000000000000000,262.279328799068992,,,,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,33.000000000000000,,"0"
