X,Y,fcsubtype,fcsubtype_,full_name,displaynam,datefeatur,perenniali,perennia_1,origin,origin_des,waterpol_1,salinityco,salinity_1,watercours,watercou_1,waterpoint,waterpoi_1,layer,path,ndays_1,colonised,2021_pres,2022_pres,2023_pres
-567011.512147675,-1969507.47420875,"1",WaterBody,O'Donnell River,O'Donnell River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,38.000000000000000,,,,
-441500.966227817,-1975340.49090426,"1",WaterBody,,,"200702071939","2",Perennial,"1",Manmade,EarthDam,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,38.000000000000000,"1",,,
-425514.279825964,-1961295.30253347,"1",WaterBody,Elvire River,Elvire River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,"1",,,
-425352.227316414,-1961452.00481759,"1",WaterBody,Elvire River,Elvire River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,"1",,,
-426929.367125287,-1983484.82929237,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,35.000000000000000,"1",,,
-579764.488241555,-1970699.9717441,"1",WaterBody,Margaret River,Margaret River,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,37.000000000000000,,,,
-388923.324327816,-1985805.85798408,"1",WaterBody,Cow Creek,Cow Creek,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"-99",Unknown,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,35.000000000000000,"1",,,
-481462.906220404,-1998026.3468763,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,39.000000000000000,,,,
-356551.133644512,-1938280.05387064,"1",WaterBody,Nicholson River,Nicholson River,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,"1",,,
-544590.948808637,-1959453.45912011,"1",WaterBody,O'Donnell River,O'Donnell River,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-326691.463133818,-2065852.06752438,"1",WaterBody,Slatey Creek,Slatey Creek,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"-99",Unknown,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,32.000000000000000,,,,
-591473.680246974,-1945293.70367748,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,43.000000000000000,,,,
-379178.866970091,-1986076.13292373,"1",WaterBody,,,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"-99",Unknown,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,"1",,,
-360594.317646658,-1932745.26238974,"1",WaterBody,,,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,"1",,,
-519526.67414489,-2003357.66840753,"1",WaterBody,Laura River,Laura River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,39.000000000000000,,,,
-593351.98379621,-1951374.08137649,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,43.000000000000000,,,,
-583205.496350611,-1944311.57509071,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-543165.414555078,-1957552.00697887,"1",WaterBody,O'Donnell River,O'Donnell River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-541341.131434544,-1957055.89905012,"1",WaterBody,O'Donnell River,O'Donnell River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-542810.18196955,-1957509.01323801,"1",WaterBody,O'Donnell River,O'Donnell River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-475555.042699362,-2000273.64813403,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-589760.026774569,-1961807.57351047,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-371547.754183763,-2017386.71927134,"1",WaterBody,,,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"-99",Unknown,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,32.000000000000000,,,,
-356051.005742446,-1979573.71949771,"1",WaterBody,Roy Creek,Roy Creek,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"-99",Unknown,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,33.000000000000000,"1",,,
-483653.461962655,-1986661.96705793,"1",WaterBody,Mary River,Mary River,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-532207.119623429,-2011054.06308353,"1",WaterBody,Mary River,Mary River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,38.000000000000000,,,,
-611521.829395377,-1968674.31944151,"1",WaterBody,Margaret River,Margaret River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,,,,
-611460.189544099,-1968635.08593328,"1",WaterBody,Margaret River,Margaret River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,,,,
-422417.021134933,-1964328.04921608,"1",WaterBody,Elvire River,Elvire River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,"1",,,
-590920.616040654,-1935473.27113858,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-553962.05345267,-2038525.18949512,"1",WaterBody,Christmas Creek,Christmas Creek,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,35.000000000000000,,,,
-570427.082873262,-1946960.40152951,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,43.000000000000000,,,,
-397444.887095004,-1927867.14284577,"1",WaterBody,Elvire River,Elvire River,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,"1",,,
-548900.921534881,-1948384.77567292,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,44.000000000000000,,,,
-334446.142860322,-2051991.54394351,"1",WaterBody,Brophy Creek,Brophy Creek,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"-99",Unknown,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,31.000000000000000,,,,
-571708.318332794,-1962906.89755179,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,38.000000000000000,,,,
-449819.477601099,-2099711.29678305,"1",WaterBody,Sturt Creek,Sturt Creek,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"-99",Unknown,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,29.000000000000000,,,,
-503850.074367601,-2020545.63169354,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-582456.976866352,-1946622.3293949,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-584060.046131358,-2028660.43633913,"1",WaterBody,Christmas Creek,Christmas Creek,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,,,,
-582715.116707266,-1942137.92491759,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-570972.708052034,-1981731.56501579,"1",WaterBody,Margaret River,Margaret River,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,37.000000000000000,,,,
-363908.727661527,-1926913.93552788,"1",WaterBody,Nicholson River,Nicholson River,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,"1",,,
-475223.257100683,-2003896.60166795,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,38.000000000000000,,,,
-386795.77982937,-1989741.27326826,"1",WaterBody,Cow Creek,Cow Creek,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"-99",Unknown,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,,,
-486241.232462772,-1999430.157157,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,39.000000000000000,,,,
-619085.288423363,-1973410.80412863,"1",WaterBody,Margaret River,Margaret River,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,37.000000000000000,,,,
-556518.282837931,-1935390.22219093,"1",WaterBody,Little Gold River,Little Gold River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,42.000000000000000,,,,
-557868.86064996,-1934736.99234055,"1",WaterBody,Little Gold River,Little Gold River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,42.000000000000000,,,,
-421683.721515068,-1960234.52309084,"1",WaterBody,,,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,"1",,,
-585839.598111911,-1991491.07232005,"1",WaterBody,Palm Spring Creek,Palm Spring Creek,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,38.000000000000000,,,,
-554457.477243085,-1955982.9369409,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-569609.132124703,-1952331.14126302,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,42.000000000000000,,,,
-610848.585991617,-1942722.40064479,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,39.000000000000000,,,,
-475445.954405427,-2000343.70116252,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-595085.938886722,-1939198.18319409,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-552050.858626641,-2004600.31371659,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-547380.973171989,-1944636.52909195,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,44.000000000000000,,,,
-505083.647364923,-1959635.63445982,"1",WaterBody,,,"200702071940","2",Perennial,"1",Manmade,EarthDam,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,42.000000000000000,,,,
-585671.221843586,-1958970.10345456,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-551545.467849322,-1936904.63824961,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,44.000000000000000,,,,
-553145.463404263,-1968423.30344699,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-570636.459801343,-1947173.37707183,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,43.000000000000000,,,,
-556343.589623899,-2011339.26407291,"1",WaterBody,Margaret River,Margaret River,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,35.000000000000000,,,,
-442120.056394055,-2157772.08238452,"1",WaterBody,,,"200702071247","2",Perennial,"2",Natural,Lake,"-99",Unknown,"-99",Unknown,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,26.000000000000000,,,,
-439253.038032666,-1975656.02832419,"1",WaterBody,Black Elvire River,Black Elvire River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,38.000000000000000,"1",,,
-474137.199350288,-2000462.99384619,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-576532.213449969,-1958872.7760378,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
-522098.19448208,-1934205.90301613,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,46.000000000000000,,,,
-520260.858348345,-1988380.99872736,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-487118.224116213,-1989040.08260481,"1",WaterBody,Mary River,Mary River,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-612500.40799786,-1970304.88712598,"1",WaterBody,Margaret River,Margaret River,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,,,,
-376571.980618133,-1988027.32041319,"1",WaterBody,,,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"-99",Unknown,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,34.000000000000000,,,,
-602937.830288099,-1976695.38127824,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-434207.270669004,-1966252.24960334,"1",WaterBody,Black Elvire River,Black Elvire River,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,37.000000000000000,"1",,,
-496023.314318434,-1959161.53261987,"1",WaterBody,,,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,42.000000000000000,,,,
-550376.58324635,-1980453.74588845,"1",WaterBody,Dead Horse Creek,Dead Horse Creek,"200702071939","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-478526.579764381,-1998508.26629891,"1",WaterBody,,,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"3",MinorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,40.000000000000000,,,,
-356831.534663681,-1935777.51772349,"1",WaterBody,Nicholson River,Nicholson River,"200702071247","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,36.000000000000000,"1",,,
-598373.136136608,-1964102.84310635,"1",WaterBody,Margaret River,Margaret River,"200702071940","2",Perennial,"2",Natural,Pool,"-99",Unknown,"2",MajorRiver,,,LGATE-016-filtered_points,/Users/293003c/Library/CloudStorage/OneDrive-Curtin/Projects/TCZ-research/water point GIS/Edited-layers/LGATE-016-filtered_points.shp,41.000000000000000,,,,
